"date";"text";"title";"permalink";"site name";"queries";"lang";"tone";"platform";"post type";"source name";"author";"screen name";"gender";"avatar";"inferred country";"inferred region";"inferred city";"inferred longitude";"inferred latitude";"inferred country population";"inferred region population";"inferred city population";"declared country";"declared region";"declared city";"declared longitude";"declared latitude";"declared country population";"declared region population";"declared city population";"twitter author id";"twitter verified author";"twitter followers";"twitter retweets";"twitter retweed of";"twitter replies";"twitter likes";"facebook author id";"facebook type";"facebook fans";"facebook likes";"facebook shares";"facebook comments";"facebook last update of the Likes / Shares / Comments";"instagram author id";"instagram followers";"instagram likes";"instagram comments";"instagram last update of the Likes / Comments";"web pagerank";"web inbound links";"web shares on twitter";"web comments";"sinaweibo author ID";"sinaweibo reposts";"sinaweibo repost of";"sinaweibo likes";"sinaweibo comments";"youtube author ID";"youtube views";"youtube likes";"youtube dislikes";"youtube comments";"youtube favourites";"youtube last update of views";"dailymotion author ID";"dailymotion views";"dailymotion comments";"dailymotion last update of views";"reviews Radarly normalized rating";"reviews platform rating";"impressions";"estimated reach";"embedded url";"media type";"media url";"image analysis_People detected";"image analysis_Gender detected";"image analysis_Object(s) and animal(s) detected";"image analysis_Logo(s) detected";"favorite";"keywords";"hashtags";"mentions";"named entities";"story";"topic";"Thématiques";"Personnalités politiques";"Attributs Harris Interactive"
"21/04/2017 22:07:44";"Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/HZUB3ZKBWO via @1ripostelaique";"";"https://twitter.com/gicquel4/status/855513400784429056";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"post";"";"GICQUEL";"gicquel4";"";"https://pbs.twimg.com/profile_images/548504368824078337/FDTiqT-V_normal.png";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"323256685";"false";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"1";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"1RiposteLaique";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"21/04/2017 10:07:42";"RT @ReturnJefKaweni: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/od74Ld6rwR";"";"https://twitter.com/niforos1/status/855332201067536385";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"hoc signo vinces";"niforos1";"";"https://pbs.twimg.com/profile_images/759297612516319232/8daHxnfh_normal.jpg";"fr";"";"";"2.0";"46.0";"66627602";"";"";"xx";"";"";"";"";"1";"";"";"466457493";"false";"1227";"";"https://twitter.com/ReturnJefKaweni/status/855324239171248128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/ReturnJefKaweni/status/855324239171248128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1227";"98";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"ReturnJefKaweni";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"21/04/2017 09:54:13";"RT @ReturnJefKaweni: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/od74Ld6rwR";"";"https://twitter.com/TipuMonique/status/855328806864699396";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"Cat";"TipuMonique";"M";"https://pbs.twimg.com/profile_images/707099582640082944/iUGJzBrL_normal.jpg";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"4185254907";"false";"433";"";"https://twitter.com/ReturnJefKaweni/status/855324239171248128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/ReturnJefKaweni/status/855324239171248128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"433";"34";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"ReturnJefKaweni";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"21/04/2017 09:36:04";"Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/od74Ld6rwR";"";"https://twitter.com/ReturnJefKaweni/status/855324239171248128";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"post";"";"ReturnJefkaweni";"ReturnJefKaweni";"M";"https://pbs.twimg.com/profile_images/674968542446489600/M0SKv6cL_normal.jpg";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"3606928877";"false";"1367";"2";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1969";"157";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"21/04/2017 00:41:53";"RT @laurent_daniel: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/NBTsbUQxUl via @1ripostelaique";"";"https://twitter.com/alinettenette/status/855189805734518784";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"Tresh";"alinettenette";"";"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"769349526444539904";"false";"12";"";"https://twitter.com/laurent_daniel/status/854978521441161216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/laurent_daniel/status/854978521441161216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"0";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"1RiposteLaique;laurent_daniel";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"21/04/2017 00:03:09";"RT @1RiposteLaique: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/hHEcd3LPzl";"";"https://twitter.com/delagealine/status/855180060835237888";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"delage";"delagealine";"";"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"829640174795636737";"false";"18";"";"https://twitter.com/1RiposteLaique/status/854980221241524224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/1RiposteLaique/status/854980221241524224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18";"1";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"1RiposteLaique";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"20/04/2017 20:45:06";"Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/lCMJOaQzmV";"";"https://twitter.com/Reix87Jean/status/855130217530216449";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"post";"";"SEVIGNE Jean-Pierre";"Reix87Jean";"M";"https://pbs.twimg.com/profile_images/815906348525297665/mzUTCt-a_normal.jpg";"fr";"Région Limousin";"Bellac";"1.05";"46.11667";"66627602";"737001";"4973";"xx";"";"";"";"";"1";"";"";"706403790635794432";"false";"54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54";"4";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"20/04/2017 19:33:11";"Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/lnjVcDfhmR";"";"https://twitter.com/meurinbruno/status/855112119427244032";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"post";"";"meurin";"meurinbruno";"";"https://pbs.twimg.com/profile_images/621726849329180673/mpvIV-9T_normal.jpg";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"282231648";"false";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"1";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"20/04/2017 19:15:55";"RT @1RiposteLaique: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/hHEcd3LPzl";"";"https://twitter.com/vetholistic/status/855107774933602304";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"Bresard";"vetholistic";"";"https://pbs.twimg.com/profile_images/744563415998410756/YMPVN4fB_normal.jpg";"xx";"";"";"";"";"1";"";"";"xx";"";"";"";"";"1";"";"";"1083531464";"false";"426";"";"https://twitter.com/1RiposteLaique/status/854980221241524224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/1RiposteLaique/status/854980221241524224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"426";"34";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"1RiposteLaique";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
"20/04/2017 18:15:07";"RT @kevin_lone: Le Monde confirme : avec Mélenchon, fini le porc dans les cantines ! https://t.co/Mwjc3CZx7N via @1ripostelaique";"";"https://twitter.com/languillem/status/855092475383480320";"http://twitter.com";"Jean-Luc Mélenchon";"fr";"neutral";"Twitter";"share";"";"ludimi";"languillem";"";"https://pbs.twimg.com/profile_images/699232412111343617/HPd9meeh_normal.jpg";"fr";"";"";"2.0";"46.0";"66627602";"";"";"xx";"";"";"";"";"1";"";"";"904349491";"false";"4289";"";"https://twitter.com/kevin_lone/status/855059900162068480";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"https://twitter.com/kevin_lone/status/855059900162068480";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4289";"343";"http://ripostelaique.com/le-monde-confirme-avec-melenchon-fini-le-porc-dans-les-cantines.html";"";"";"";"";"";"";"no";"";"";"1RiposteLaique;kevin_lone";"";"0c1f2d8f-c793-445c-9bb0-39f95e5cd039";"";"";"";""
